t,x,y,z,dx_dt,dy_dt,dz_dt
5.823582358235823619e+01,7.301581058641870570e+00,-7.461109443643890060e+00,1.449422013090712891e-01,7.316167242334818965e+00,5.809359169913092202e+00,4.321366842144654941e-01
5.824582458245824768e+01,7.374436203097244125e+00,-7.402586817836327882e+00,1.493530357302657596e-01,7.253233782106062399e+00,5.893918839529978193e+00,4.500821300692331994e-01
5.825582558255825916e+01,7.446656816686728853e+00,-7.343220831021986861e+00,1.539476393423144518e-01,7.189273191679672159e+00,5.978012650482331658e+00,4.688936936700835445e-01
5.826582658265827064e+01,7.518232607612659990e+00,-7.283016198230091831e+00,1.587348941090172827e-01,7.124281304121074854e+00,6.061629367966641979e+00,4.886169604349579476e-01
5.827582758275828212e+01,7.589153238605758744e+00,-7.221977747467610342e+00,1.637241612789821221e-01,7.058253586188627970e+00,6.144757689112236854e+00,5.093000295182006365e-01
5.828582858285828650e+01,7.659408325991528876e+00,-7.160110420004204279e+00,1.689252919221234384e-01,6.991185128082080702e+00,6.227386241990688021e+00,5.309936234627581353e-01
5.829582958295829798e+01,7.728987436344096906e+00,-7.097419271005644958e+00,1.743486506950222836e-01,6.923070620310622481e+00,6.309503582142967915e+00,5.537512218037456968e-01
5.830583058305830946e+01,7.797880078297160900e+00,-7.033909470890606030e+00,1.800051659523939918e-01,6.853904304938212455e+00,6.391098184119039516e+00,5.776292516421017709e-01
5.831583158315832094e+01,7.866075702404962122e+00,-6.969586305475846899e+00,1.859063361463153818e-01,6.783679969329531545e+00,6.472158441309792565e+00,6.026871976496630534e-01
5.832583258325832531e+01,7.933563695456655296e+00,-6.904455176967534413e+00,1.920642662241783261e-01,6.712390910743356365e+00,6.552672660063148413e+00,6.289877722328465204e-01
5.833583358335833680e+01,8.000333371598522092e+00,-6.838521605452354102e+00,1.984917211464605480e-01,6.640029884305893582e+00,6.632629050508050739e+00,6.565971301392312665e-01
5.834583458345834828e+01,8.066373972534146120e+00,-6.771791228970455379e+00,2.052021306823351154e-01,6.566589098288120319e+00,6.712015726740054866e+00,6.855849811552283679e-01
5.835583558355835976e+01,8.131674658888503160e+00,-6.704269804988288506e+00,2.122096413522906733e-01,6.492060163635997583e+00,6.790820697890845636e+00,7.160248072481829595e-01
5.836583658365837124e+01,8.196224501557711761e+00,-6.635963211880357981e+00,2.195291683522950787e-01,6.416434043528062681e+00,6.869031859181640165e+00,7.479940888475866689e-01
5.837583758375837562e+01,8.260012481307708043e+00,-6.566877449071366613e+00,2.271764039351650832e-01,6.339701045136201252e+00,6.946636991493434721e+00,7.815744295326241264e-01
5.838583858385838710e+01,8.323027476627968824e+00,-6.497018639114938487e+00,2.351678872286354360e-01,6.261850751886303357e+00,7.023623748804981304e+00,8.168518298212583684e-01
5.839583958395839858e+01,8.385258256672377897e+00,-6.426393028927143369e+00,2.435210475723504631e-01,6.182871981354792545e+00,7.099979650886949045e+00,8.539169036671609980e-01
5.840584058405841006e+01,8.446693478607624428e+00,-6.355006990279859380e+00,2.522542250449769652e-01,6.102752765234882304e+00,7.175692080551652197e+00,8.928650348822582128e-01
5.841584158415842154e+01,8.507321673137736795e+00,-6.282867022314970740e+00,2.613867513495305994e-01,6.021480270965439807e+00,7.250748268674742647e+00,9.337966921346017024e-01
5.842584258425842592e+01,8.567131237434757907e+00,-6.209979752783025830e+00,2.709389931203628477e-01,5.939040759662662872e+00,7.325135286878152741e+00,9.768176506145131999e-01
5.843584358435843740e+01,8.626110427591628493e+00,-6.136351939378938525e+00,2.809323971167088652e-01,5.855419542262229271e+00,7.398840039715841144e+00,1.022039216651514204e+00
5.844584458445844888e+01,8.684247347109700144e+00,-6.061990471774049816e+00,2.913895551240310300e-01,5.770600916650018952e+00,7.471849252754889648e+00,1.069578506854365285e+00
5.845584558455846036e+01,8.741529939282624895e+00,-5.986902372946010686e+00,3.023342502200692672e-01,5.684568122725941031e+00,7.544149464693422402e+00,1.119558673714905250e+00
5.846584658465847184e+01,8.797945971324390158e+00,-5.911094802019110972e+00,3.137915422270786125e-01,5.597303259792032470e+00,7.615727010920568141e+00,1.172109244078045398e+00
5.847584758475847622e+01,8.853483027896720259e+00,-5.834575055384672027e+00,3.257878083670271430e-01,5.508787247017645328e+00,7.686568016819785853e+00,1.227366324381089058e+00
5.848584858485848770e+01,8.908128495005559699e+00,-5.757350569618144398e+00,3.383508283077133472e-01,5.418999741310431162e+00,7.756658381081930287e+00,1.285472933602708867e+00
5.849584958495849918e+01,8.961869549219985132e+00,-5.679428923389768791e+00,3.515098453035086501e-01,5.327919078086259752e+00,7.825983764542031373e+00,1.346579260646542320e+00
5.850585058505851066e+01,9.014693144314364304e+00,-5.600817839879232096e+00,3.652956381344485970e-01,5.235522201744783111e+00,7.894529576338517707e+00,1.410842947372197509e+00
5.851585158515852214e+01,9.066585994107750679e+00,-5.521525189917121601e+00,3.797406098002694130e-01,5.141784580116851799e+00,7.962280956124326181e+00,1.478429418347523283e+00
5.852585258525852652e+01,9.117534562437338508e+00,-5.441558993757391605e+00,3.948788450992882226e-01,5.046680148658102993e+00,8.029222763685860187e+00,1.549512101102157535e+00
5.853585358535853800e+01,9.167525041072860148e+00,-5.360927425229193410e+00,4.107462180813746255e-01,4.950181207147818618e+00,8.095339556027020933e+00,1.624272796723140511e+00
5.854585458545854948e+01,9.216543339242294408e+00,-5.279638813570977085e+00,4.273804525654892328e-01,4.852258361005487686e+00,8.160615576528098103e+00,1.702901883791528403e+00
5.855585558555856096e+01,9.264575060068143131e+00,-5.197701647951315174e+00,4.448212320018815058e-01,4.752880415949433335e+00,8.225034730477879918e+00,1.785598669782691994e+00
5.856585658565856534e+01,9.311605486731631132e+00,-5.115124579964074769e+00,4.631102740887431679e-01,4.652014305875331601e+00,8.288580570738815823e+00,1.872571606860694349e+00
5.857585758575857682e+01,9.357619566607702666e+00,-5.031916426545851806e+00,4.822914127446318311e-01,4.549625013801220419e+00,8.351236281298533015e+00,1.964038508061636712e+00
5.858585858585858830e+01,9.402601884574412594e+00,-4.948086175258459285e+00,5.024107135557421833e-01,4.445675461702717435e+00,8.412984649522719849e+00,2.060226854841866295e+00
5.859585958595859978e+01,9.446536640078495140e+00,-4.863642988721872840e+00,5.235165790778948391e-01,4.340126409643978000e+00,8.473808042334120216e+00,2.161374045203884098e+00
5.860586058605861126e+01,9.489407629101894059e+00,-4.778596207916830707e+00,5.456598420969664964e-01,4.232936365819863767e+00,8.533688387518527207e+00,2.267727568536779703e+00
5.861586158615861564e+01,9.531198220131592791e+00,-4.692955357012607465e+00,5.688938667092645618e-01,4.124061490303343014e+00,8.592607148729070943e+00,2.379545169580314035e+00
5.862586258625862712e+01,9.571891335794216360e+00,-4.606730147217239058e+00,5.932746191554587600e-01,4.013455528061780520e+00,8.650545306350768016e+00,2.497094857654634126e+00
5.863586358635863860e+01,9.611469423250113664e+00,-4.519930482491181678e+00,6.188608025385529121e-01,3.901069679952628988e+00,8.707483326751876973e+00,2.620655106377576260e+00
5.864586458645865008e+01,9.649914427115158233e+00,-4.432566465116489773e+00,6.457139620191091334e-01,3.786852503097380751e+00,8.763401134091861167e+00,2.750514894368968566e+00
5.865586558655866156e+01,9.687207762983847559e+00,-4.344648401095264845e+00,6.738985914054315129e-01,3.670749809689833221e+00,8.818278082764795300e+00,2.886973695115616412e+00
5.866586658665866594e+01,9.723330290524584640e+00,-4.256186805775915794e+00,7.034822347318610003e-01,3.552704571044055015e+00,8.872092929369401304e+00,3.030341383842622527e+00
5.867586758675867742e+01,9.758262285322793161e+00,-4.167192410112383172e+00,7.345355740386443344e-01,3.432656836073738837e+00,8.924823803300316882e+00,3.180938017348958535e+00
5.868586858685868890e+01,9.791983407969800268e+00,-4.077676166985447992e+00,7.671325509839538315e-01,3.310543616001494271e+00,8.976448174572711380e+00,3.339093670339885911e+00
5.869586958695870038e+01,9.824472673647223431e+00,-3.987649258076152226e+00,8.013504530912277657e-01,3.186298804984924349e+00,9.026942822031992719e+00,3.505148045789590050e+00
5.870587058705871186e+01,9.855708420488349830e+00,-3.897123100891809244e+00,8.372700102656048804e-01,3.059853090626204253e+00,9.076283800309987271e+00,3.679450031883141126e+00
5.871587158715871624e+01,9.885668276976799618e+00,-3.806109356042348679e+00,8.749754931328813656e-01,2.931133862909467425e+00,9.124446405768329882e+00,3.862357164738432935e+00
5.872587258725872772e+01,9.914329128879625586e+00,-3.714619935341478829e+00,9.145547756923683158e-01,2.800065159649110402e+00,9.171405141811330708e+00,4.054234831156319885e+00
5.873587358735873920e+01,9.941667084625890993e+00,-3.622667009613803835e+00,9.560994339695952915e-01,2.666567575644208432e+00,9.217133682703130049e+00,4.255455498698277772e+00
5.874587458745875068e+01,9.967657441375255445e+00,-3.530263017264923420e+00,9.997047963902618850e-01,2.530558220874661757e+00,9.261604837922270406e+00,4.466397613493435337e+00
5.875587558755876216e+01,9.992274650103404099e+00,-3.437420673154788275e+00,1.045469992646717472e+00,2.391950680508070803e+00,9.304790515472445733e+00,4.687444346881298074e+00
5.876587658765876654e+01,1.001549227874327919e+01,-3.344152977656653203e+00,1.093498021064549075e+00,2.250654956592104128e+00,9.346661683211948457e+00,4.918982266725117292e+00
5.877587758775877802e+01,1.003728297858481078e+01,-3.250473226448254316e+00,1.143895733198081244e+00,2.106577493250172850e+00,9.387188333295160447e+00,5.161399492875830219e+00
5.878587858785878950e+01,1.005761844634421820e+01,-3.156395020319782141e+00,1.196773877750999526e+00,1.959621142568782615e+00,9.426339442280262659e+00,5.415083925790655783e+00
5.879587958795880098e+01,1.007646938926837699e+01,-3.061932275533803871e+00,1.252247075199579118e+00,1.809685200334224753e+00,9.464082934161616834e+00,5.680420992411812975e+00
5.880588058805880536e+01,1.009380549138694150e+01,-2.967099234612885272e+00,1.310433755369654563e+00,1.656665479243230710e+00,9.500385644464364177e+00,5.957791030442000313e+00
5.881588158815881684e+01,1.010959537501952532e+01,-2.871910477335891887e+00,1.371456149398024404e+00,1.500454327937867482e+00,9.535213279552346322e+00,6.247566693427615725e+00
5.882588258825882832e+01,1.012380657172164611e+01,-2.776380932221393483e+00,1.435440130388746294e+00,1.340940801832647189e+00,9.568530385277368211e+00,6.550109482126712734e+00
5.883588358835883980e+01,1.013640548614262649e+01,-2.680525888357617514e+00,1.502515131662476522e+00,1.178010756695140993e+00,9.600300308471103605e+00,6.865766373119721599e+00
5.884588458845885128e+01,1.014735736490301221e+01,-2.584361007537260058e+00,1.572813983841120811e+00,1.011547023696139247e+00,9.630485163395560377e+00,7.194865854658255344e+00
5.885588558855885566e+01,1.015662627244378591e+01,-2.487902336652302093e+00,1.646472647598873351e+00,8.414296890534287421e-01,9.659045805113326111e+00,7.537713258149217666e+00
5.886588658865886714e+01,1.016417505626740869e+01,-2.391166320680094159e+00,1.723630055319887333e+00,6.675362653602068264e-01,9.685941792131389505e+00,7.894586299191854728e+00
5.887588758875887862e+01,1.016996532996191327e+01,-2.294169815515412658e+00,1.804427731335435103e+00,4.897420841799775548e-01,9.711131366858831271e+00,8.265729399491224427e+00
5.888588858885889010e+01,1.017395745206491853e+01,-2.196930101332741359e+00,1.889009438788518125e+00,3.079206625442232337e-01,9.734571431798370256e+00,8.651347855688859667e+00
5.889588958895890158e+01,1.017611050821495944e+01,-2.099464896124596525e+00,1.977520779324443589e+00,1.219441168001529352e-01,9.756217528990040577e+00,9.051601540547576263e+00
5.890589058905890596e+01,1.017638229916322601e+01,-2.001792369415552386e+00,2.070108708954394583e+00,-6.831633953884219679e-02,9.776023825280114821e+00,9.466597982107089138e+00
5.891589158915891744e+01,1.017472933495956333e+01,-1.903931156056398732e+00,2.166920971876906687e+00,-2.629898158205079550e-01,9.793943103748283363e+00,9.896384839396679567e+00
5.892589258925892892e+01,1.017110683775105606e+01,-1.805900369930624860e+00,2.268105433622546574e+00,-4.622050636919217137e-01,9.809926763764931223e+00,1.034094171301009091e+01
5.893589358935894040e+01,1.016546874414320989e+01,-1.707719618063367140e+00,2.373809402142713409e+00,-6.660897840793462699e-01,9.823924820530535840e+00,1.080017168982156583e+01
5.894589458945895188e+01,1.015776772552712259e+01,-1.609409013980875214e+00,2.484178772215419606e+00,-8.747697582345443923e-01,9.835885922730946973e+00,1.127389195522149024e+01
5.895589558955895626e+01,1.014795520498762649e+01,-1.510989191826372924e+00,2.599357167290011983e+00,-1.088367975463639059e+00,9.845757366622351014e+00,1.176182424186949937e+01
5.896589658965896774e+01,1.013598139795715092e+01,-1.412481319132866453e+00,2.719484879114138387e+00,-1.307003559981271934e+00,9.853485134130577805e+00,1.226358433577606810e+01
5.897589758975897922e+01,1.012179534766404565e+01,-1.313907110520682542e+00,2.844697812009645332e+00,-1.530790701488962791e+00,9.859013925559908742e+00,1.277867155065433913e+01
5.898589858985899070e+01,1.010534499016299392e+01,-1.215288839343285243e+00,2.975126206253066119e+00,-1.759837366909780876e+00,9.862287222294336075e+00,1.330645732781957769e+01
5.899589958995900218e+01,1.008657721356441250e+01,-1.116649350526863760e+00,3.110893352254694211e+00,-1.994244001727830451e+00,9.863247343459040195e+00,1.384617389282944977e+01
5.900590059005900656e+01,1.006543794962497707e+01,-1.018012070843549832e+00,3.252114097900950185e+00,-2.234102027057400353e+00,9.861835535456267010e+00,1.439690229948720379e+01
5.901590159015901804e+01,1.004187226333046290e+01,-9.194010201302957874e-01,3.398893308423055259e+00,-2.479492288292759472e+00,9.857992059304404364e+00,1.495756058186157489e+01
5.902590259025902952e+01,1.001582447450274671e+01,-8.208408196849240612e-01,3.551324155784995718e+00,-2.730483336100071767e+00,9.851656310565761743e+00,1.552689170842968913e+01
5.903590359035904100e+01,9.987238283822549079e+00,-7.223567010805356237e-01,3.709486317056201798e+00,-2.987129615975666397e+00,9.842766943606441998e+00,1.610345175179925903e+01
5.904590459045904538e+01,9.956056927550163138e+00,-6.239745122297627455e-01,3.873444049143079937e+00,-3.249469536913317302e+00,9.831262025104210878e+00,1.668559837883335817e+01
5.905590559055905686e+01,9.922223346060887295e+00,-5.257207228118242481e-01,4.043244139368524337e+00,-3.517523416556699978e+00,9.817079201498522423e+00,1.727147979906564146e+01
5.906590659065906834e+01,9.885680375166325362e+00,-4.276224274598054431e-01,4.218913771508857380e+00,-3.791291344049052103e+00,9.800155889674364573e+00,1.785902457792357012e+01
5.907590759075907982e+01,9.846370962130841065e+00,-3.297073467276222525e-01,4.400458272688978489e+00,-4.070750925961355904e+00,9.780429492785316370e+00,1.844593240194601691e+01
5.908590859085909130e+01,9.804238398569525614e+00,-2.320038265031106606e-01,4.587858791345037268e+00,-4.355854964841926247e+00,9.757837633268904298e+00,1.902966621865307317e+01
5.909590959095909568e+01,9.759226585642705842e+00,-1.345408336382644121e-01,4.781069912948660239e+00,-4.646529079310395716e+00,9.732318418915053115e+00,1.960744609845765751e+01
5.910591059105910716e+01,9.711280304518558282e+00,-3.734795273728354348e-02,4.980017085580751512e+00,-4.942669132843468205e+00,9.703810713971101620e+00,2.017624445155597712e+01
5.911591159115911864e+01,9.660345544665089434e+00,5.954462747316671689e-02,5.184594341300561737e+00,-5.244138968773728315e+00,9.672254470159723283e+00,2.073278510046551304e+01
5.912591259125913012e+01,9.606369831582917129e+00,1.561061246705489347e-01,5.394661685275252694e+00,-5.550767809945801545e+00,9.637591056517026189e+00,2.127354365895550359e+01
5.913591359135914161e+01,9.549302577342563936e+00,2.523051783635071876e-01,5.610042670371248263e+00,-5.862347848734755118e+00,9.599763613015264596e+00,2.179475171006180290e+01
5.914591459145914598e+01,9.489095465042389321e+00,3.481098687737054220e-01,5.830521877341200643e+00,-6.178631746114906065e+00,9.558717438797129873e+00,2.229240400426397883e+01
5.915591559155915746e+01,9.425702860233387881e+00,4.434877427841371622e-01,6.055842800791139346e+00,-6.499330543575276842e+00,9.514400408790216090e+00,2.276227084403131684e+01
5.916591659165916894e+01,9.359082239416412818e+00,5.384058401378507552e-01,6.285705485380493229e+00,-6.824111325518344096e+00,9.466763407443982814e+00,2.319991330375808403e+01
5.917591759175918043e+01,9.289194631470385488e+00,6.328307266761454830e-01,6.519764716952431094e+00,-7.152595443628576355e+00,9.415760776805614185e+00,2.360070452053570023e+01
5.918591859185919191e+01,9.216005092056862580e+00,7.267285302976371764e-01,6.757628062373749245e+00,-7.484356592671386643e+00,9.361350798116390592e+00,2.395985467753245146e+01
5.919591959195919628e+01,9.139483179727172057e+00,8.200649839614305714e-01,6.998854615384160205e+00,-7.818919599345591109e+00,9.303496176519457705e+00,2.427244272696970384e+01
5.920592059205920776e+01,9.059603461637776078e+00,9.128054714986877372e-01,7.242953623390436135e+00,-8.155759094889123872e+00,9.242164555937513626e+00,2.453345206562438108e+01
5.921592159215921924e+01,8.976346004744552687e+00,1.004915080254820126e+00,7.489383984493935387e+00,-8.494299064748755512e+00,9.177329020795516712e+00,2.473781329559454178e+01
5.922592259225923073e+01,8.889696900263981405e+00,1.096358657535868586e+00,7.737553703207765921e+00,-8.833912360743633840e+00,9.108968631771155344e+00,2.488045106274789831e+01
5.923592359235924221e+01,8.799648756206368105e+00,1.187100873417892277e+00,7.986820338534508679e+00,-9.173921211952400512e+00,9.037068930889946117e+00,2.495633772838221276e+01
5.924592459245924658e+01,8.706201220245029404e+00,1.277106287963692521e+00,8.236491526279001718e+00,-9.513597814242693573e+00,8.961622477837767775e+00,2.496055087683777884e+01
5.925592559255925806e+01,8.609361451122159892e+00,1.366339423901604011e+00,8.485826571932367557e+00,-9.852165995833971124e+00,8.882629335902480605e+00,2.488833670928813291e+01
5.926592659265926955e+01,8.509144616303617070e+00,1.454764844424129677e+00,8.734038257175816611e+00,-1.018880310159994629e+01,8.800097585188442650e+00,2.473517654873526794e+01
5.927592759275928103e+01,8.405574318489493990e+00,1.542347235193195942e+00,8.980295727390513960e+00,-1.052264296258370990e+01,8.714043765528133534e+00,2.449685749246870259e+01
5.928592859285928540e+01,8.298683039815031748e+00,1.629051491933819928e+00,9.223727755338353873e+00,-1.085277924727217425e+01,8.624493338201796533e+00,2.416954488166895132e+01
5.929592959295929688e+01,8.188512496510407246e+00,1.714842810661433736e+00,9.463427013448695746e+00,-1.117826982411012970e+01,8.531481058642693682e+00,2.374985638278123901e+01
5.930593059305930836e+01,8.075113998980782526e+00,1.799686783711924365e+00,9.698454889581700655e+00,-1.149814167329362569e+01,8.435051355723167887e+00,2.323493597672911548e+01
5.931593159315931985e+01,7.958548706879946089e+00,1.883549496527592737e+00,9.927847147767614899e+00,-1.181139664429520764e+01,8.335258606185464103e+00,2.262252633769230670e+01
5.932593259325933133e+01,7.838887873531227513e+00,1.966397630118944972e+00,1.015062028326637211e+01,-1.211701791338531642e+01,8.232167399555017084e+00,2.191103863269855268e+01
5.933593359335933570e+01,7.716212974573972261e+00,2.048198562215739926e+00,1.036577846984344475e+01,-1.241397703205918468e+01,8.125852687017120601e+00,2.109961704245788638e+01
5.934593459345934718e+01,7.590615806899895901e+00,2.128920473521088041e+00,1.057232130801001269e+01,-1.270124178153110073e+01,8.016399901604113865e+00,2.018819778054831104e+01
5.935593559355935867e+01,7.462198467169427474e+00,2.208532450505974243e+00,1.076925183838178057e+01,-1.297778428888775437e+01,7.903904957270622589e+00,1.917755908215790939e+01
5.936593659365937015e+01,7.331073280025152350e+00,2.287004592248065737e+00,1.095558538933324400e+01,-1.324258998158130929e+01,7.788474198474765409e+00,1.806936259557540581e+01
5.937593759375938163e+01,7.197362608292782404e+00,2.364308111720911487e+00,1.113035831589676050e+01,-1.349466642761767154e+01,7.670224230636964791e+00,1.686618235912442998e+01
5.938593859385938600e+01,7.061198593107813615e+00,2.440415439633895289e+00,1.129263751608679556e+01,-1.373305295572069085e+01,7.549281681034592850e+00,1.557152229937385890e+01
5.939593959395939748e+01,6.922722787984429971e+00,2.515300321661690930e+00,1.144152955646129755e+01,-1.395682987812298848e+01,7.425782852316768157e+00,1.418981891808261331e+01
5.940594059405940897e+01,6.782085689549194996e+00,2.588937911746789666e+00,1.157618983833993731e+01,-1.416512775008672698e+01,7.299873271898553284e+00,1.272642936357245169e+01
5.941594159415942045e+01,6.639446207714805759e+00,2.661304864098480216e+00,1.169583192289344176e+01,-1.435713678699192286e+01,7.171707180534501624e+00,1.118760494603200506e+01
5.942594259425943193e+01,6.494971018050534894e+00,2.732379417245663689e+00,1.179973631519498234e+01,-1.453211573244064603e+01,7.041446901499667455e+00,9.580448391218419957e+00
5.943594359435943630e+01,6.348833826740272634e+00,2.802141469505044835e+00,1.188725842713317071e+01,-1.468939989663821599e+01,6.909262120641281868e+00,7.912855374727367774e+00
5.944594459445944779e+01,6.201214574942722990e+00,2.870572650126230307e+00,1.195783633071989804e+01,-1.482840898084612746e+01,6.775329104967968696e+00,6.193441853736421976e+00
5.945594559455945927e+01,6.052298554777055806e+00,2.937656381012807127e+00,1.201099758680937768e+01,-1.494865396782218525e+01,6.639829830979617320e+00,4.431457091263646397e+00
5.946594659465947075e+01,5.902275471579367938e+00,3.003377927995519947e+00,1.204636490780812430e+01,-1.504974283580364514e+01,6.502951057178472105e+00,2.636684142544035492e+00
5.947594759475948223e+01,5.751338440285791442e+00,3.067724444913896509e+00,1.206366115055551091e+01,-1.513138559546940698e+01,6.364883329268570478e+00,8.193295476058140014e-01
5.948594859485948660e+01,5.599682953120641571e+00,3.130685005805696974e+00,1.206271282123292821e+01,-1.519339782703862518e+01,6.225819954281781143e+00,-1.010095727579863878e+00
5.949594959495949809e+01,5.447505809805304189e+00,3.192250627320571965e+00,1.204345255188964181e+01,-1.523570317921021378e+01,6.085955935269418582e+00,-2.840901799237619763e+00
5.950595059505950957e+01,5.295004021069836142e+00,3.252414280385822032e+00,1.200592027156873698e+01,-1.525833455195455812e+01,5.945486877147001081e+00,-4.662349433341481664e+00
5.951595159515952105e+01,5.142373731501685086e+00,3.311170890505709785e+00,1.195026296950842060e+01,-1.526143386001412949e+01,5.804607909602827576e+00,-6.463780547260574494e+00
5.952595259525952542e+01,4.989809119588574760e+00,3.368517327872167400e+00,1.187673331789003761e+01,-1.524525064576220501e+01,5.663512585163008595e+00,-8.234747691444036732e+00
5.953595359535953691e+01,4.837501343561431355e+00,3.424452385962239997e+00,1.178568686909846974e+01,-1.521013925506071018e+01,5.522391820753879799e+00,-9.965139089803113137e+00
5.954595459545954839e+01,4.685637512644385438e+00,3.478976750225156511e+00,1.167757815450377201e+01,-1.515655490472892808e+01,5.381432862689417007e+00,-1.164529722309203663e+01
5.955595559555955987e+01,4.534399696653848011e+00,3.532092956148387142e+00,1.155295554238311340e+01,-1.508504849853150098e+01,5.240818287883525883e+00,-1.326612848474636763e+01
5.956595659565957135e+01,4.383964013936597404e+00,3.583805338296357057e+00,1.141245517756046723e+01,-1.499626051585682518e+01,5.100725081595868460e+00,-1.481920170300517725e+01
5.957595759575957572e+01,4.234499724232214213e+00,3.634119968464163630e+00,1.125679363424861457e+01,-1.489091360271277864e+01,4.961323717925046672e+00,-1.629683417525240330e+01
5.958595859585958721e+01,4.086168524612194375e+00,3.683044589308426708e+00,1.108676059320303153e+01,-1.476980518251145824e+01,4.822777442473880072e+00,-1.769216320540023446e+01
5.959595959595959869e+01,3.939123762633427894e+00,3.730588534186891181e+00,1.090320958425856368e+01,-1.463379811844545486e+01,4.685241469470806663e+00,-1.899920266794837076e+01
5.960596059605961017e+01,3.793509893107554820e+00,3.776762648405977973e+00,1.070704985981614321e+01,-1.448381250822212074e+01,4.548862422788750415e+00,-2.021288463174361993e+01
5.961596159615962165e+01,3.649461921629904460e+00,3.821579197973706155e+00,1.049923660566128270e+01,-1.432081580363498929e+01,4.413777761224645602e+00,-2.132908445372565254e+01
5.962596259625962603e+01,3.507104964693445126e+00,3.865051775009804569e+00,1.028076127212463575e+01,-1.414581304713444077e+01,4.280115319695406484e+00,-2.234463035281401844e+01
5.963596359635963751e+01,3.366553947312707962e+00,3.907195201391613359e+00,1.005264244280785491e+01,-1.395983764419946738e+01,4.147992987591030634e+00,-2.325729882724672848e+01
5.964596459645964899e+01,3.227913360940691589e+00,3.948025426603680721e+00,9.815916219035010215e+00,-1.376394164563869182e+01,4.017518446261427734e+00,-2.406579533520201508e+01
5.965596559655966047e+01,3.091277116337763253e+00,3.987559425502977373e+00,9.571627154021497219e+00,-1.355918657952447504e+01,3.888789001438358817e+00,-2.476972279057872939e+01
5.966596659665967195e+01,2.956728498108063263e+00,4.025815093900442676e+00,9.320819451257264632e+00,-1.334663454515770731e+01,3.761891516888151710e+00,-2.536953837491409658e+01
5.967596759675967633e+01,2.824340203376288994e+00,4.062811144022285603e+00,9.064528657559604241e+00,-1.312733980158188984e+01,3.636902432180746381e+00,-2.586650063588765391e+01
5.968596859685968781e+01,2.694174454853547118e+00,4.098567001093559981e+00,8.803774031428440949e+00,-1.290234103252200093e+01,3.513887855072259203e+00,-2.626260887736458116e+01
5.969596959695969929e+01,2.566283197560847995e+00,4.133102700140892871e+00,8.539551363671341377e+00,-1.267265406381223514e+01,3.392903737589026747e+00,-2.656053559362905858e+01
5.970597059705971077e+01,2.440708358589025906e+00,4.166438786157521612e+00,8.272826668755218549e+00,-1.243926545491273927e+01,3.273996115820530406e+00,-2.676355481231567879e+01
5.971597159715972225e+01,2.317482166921962961e+00,4.198596216316313523e+00,8.004530526932560619e+00,-1.220312674324887325e+01,3.157201410185225932e+00,-2.687546725276692428e+01
5.972597259725972663e+01,2.196627535284321642e+00,4.229596265086940754e+00,7.735553171413171114e+00,-1.196514943650011276e+01,3.042546788301709881e+00,-2.690052398007294698e+01
5.973597359735973811e+01,2.078158474716604864e+00,4.259460434351236557e+00,7.466740406658899154e+00,-1.172620084101013660e+01,2.930050561586852176e+00,-2.684335046334862795e+01
5.974597459745974959e+01,1.962080559392695100e+00,4.288210366544682017e+00,7.198890204000075954e+00,-1.148710057054475797e+01,2.819722632701631593e+00,-2.670887164432937411e+01
5.975597559755976107e+01,1.848391416827239953e+00,4.315867763065261542e+00,6.932750091531829639e+00,-1.124861785459709118e+01,2.711564969440292572e+00,-2.650223975753573669e+01
5.976597659765976545e+01,1.737081235259849255e+00,4.342454307669709301e+00,6.669015201910733381e+00,-1.101146950958044357e+01,2.605572096793791204e+00,-2.622876548598937418e+01
5.977597759775977693e+01,1.628133322779585335e+00,4.367991593380412318e+00,6.408327088731099686e+00,-1.077631868211151200e+01,2.501731641455667621e+00,-2.589385352933307871e+01
5.978597859785978841e+01,1.521524601696158996e+00,4.392501058109210099e+00,6.151272950529926398e+00,-1.054377400863913650e+01,2.400024813318001105e+00,-2.550294269204118081e+01
5.979597959795979989e+01,1.417226200888602294e+00,4.416003921572662527e+00,5.898385759208382595e+00,-1.031438968078104423e+01,2.300426985203134933e+00,-2.506145198658945361e+01
5.980598059805981137e+01,1.315203959649049459e+00,4.438521130403652037e+00,5.650144466763094897e+00,-1.008866559716674693e+01,2.202908185729779866e+00,-2.457473108527365468e+01
5.981598159815981575e+01,1.215419003447721025e+00,4.460073306837547769e+00,5.406975197539230393e+00,-9.867048504376779050e+00,2.107433664815230756e+00,-2.404801821971393849e+01
5.982598259825982723e+01,1.117828234115350483e+00,4.480680703850777213e+00,5.169252245491753328e+00,-9.649932949342531430e+00,2.013964374885505837e+00,-2.348640169002813849e+01
5.983598359835983871e+01,1.022384878105926154e+00,4.500363164758920398e+00,4.937300089886686116e+00,-9.437663254645606514e+00,1.922457511057710233e+00,-2.289478956178293245e+01
5.984598459845985019e+01,9.290389487193511098e-01,4.519140087759014435e+00,4.711394968752537160e+00,-9.230535056511552483e+00,1.832866966271154086e+00,-2.227788189311796430e+01
5.985598559855986167e+01,8.377377376586789826e-01,4.537030395515923686e+00,4.491767263948278632e+00,-9.028797659464203207e+00,1.745143816761863809e+00,-2.164015045871584420e+01
